"","video","Bias","positive","negative","sentiment","lgpp","nrc_el","topic"
"63451","ANeE_Uu0KSs","",NA,NA,NA,NA,NA,NA
"63452","ANo56hTVDPY","",185,109,"positive","RURAL","sadness","economy"
"63453","ANohtXQhkQw","",160,118,"positive","INSTITUTIONS","trust","politics"
"63550","ANrXC2HArXA","",NA,NA,NA,NA,NA,NA
"63552","AO1V9O7AR8g","R",NA,NA,NA,NA,NA,NA
"63554","AO44QtXYgR8","LC",41,27,"positive","INSTITUTIONS","trust","politics"
"63635","AODMlotauwQ","",60,5,"positive","CULTURE","joy","economy"
"63636","AOJQuJAmd-Y","",472,116,"positive","CULTURE","joy","economy"
"63638","AOXl0Ll_t9s","",79,66,"positive","VALUES","positive","politics"
"63643","AOZXEsM3Ybw","",NA,NA,NA,NA,NA,NA
"63644","AOc6qYxlavc","",NA,NA,NA,NA,NA,NA
"63655","AOdd-H6jhqI","LC",NA,NA,NA,NA,NA,NA
"63656","AOgQQjRljq4","LC",NA,NA,NA,NA,NA,NA
"63660","AOiNUWPC5eU","L",26,25,"positive","VALUES","joy","politics"
"63661","AOixJtA6JwQ","C",101,19,"positive","GROUPS","joy","society"
"63664","AOlqjQaqaek","",NA,NA,NA,NA,NA,NA
"63665","AOwXgDR5UkY","LC",NA,NA,NA,NA,NA,NA
"63678","AP96roY1sI4","",NA,NA,NA,NA,NA,NA
"63680","APC2jnOSfhQ","",216,113,"positive","LAW_AND_ORDER","negative","politics"
"63683","APG1upS8LDw","",551,453,"positive","RURAL","fear","military"
"63684","APPRZcGkFIU","C",70,58,"positive","ECONOMY","trust","politics"
"63685","APRKBQ8r63c","L",130,112,"positive","INSTITUTIONS","trust","politics"
"63688","APTrNh4MZ7E","C",NA,NA,NA,NA,NA,NA
"63689","APhRPSdmdmk","",243,89,"positive","ENVIRONMENT","anger","military"
"63694","APhYp2LVoAE","",65,34,"positive","ENVIRONMENT","positive","society"
"63695","APlFT6RZIJk","",240,204,"positive","INSTITUTIONS","joy","military"
"63696","APoe0o5h4wg","RC",0,1,"negative","INSTITUTIONS","trust","economy"
"63697","AQ-XpRBZTn0","",NA,NA,NA,NA,NA,NA
"63698","AQ0jTljPrmM","",NA,NA,NA,NA,NA,NA
"63699","AQ1ogv41A3E","",NA,NA,NA,NA,NA,NA
"63700","AQ6GPk3JWFA","",NA,NA,NA,NA,NA,NA
"63701","AQ8lIdwr98Q","LC",5,8,"negative","INSTITUTIONS","anticipation","politics"
"63702","AQI8AiiDn20","",NA,NA,NA,NA,NA,NA
"63703","AQJ9zBO4L-g","",137,75,"positive","RURAL","anticipation","military"
"63704","AQNWeDDFSMI","LC",3,1,"positive","GROUPS","sadness","military"
"63706","AQS6Ub5ekFE","",327,414,"negative","RURAL","fear","military"
"63902","AQZGcD0Ql1s","",587,215,"positive","GROUPS","joy","military"
"63904","AQaHAy7r660","",7,9,"negative","CULTURE","joy","economy"
"63905","AQhmAWyBkIs","",6,15,"negative","CULTURE","joy","society"
"63906","AQhxVINuJrI","",NA,NA,NA,NA,NA,NA
"63908","AQmNBqgdWw8","",NA,NA,NA,NA,NA,NA
"63909","AQmnTIh_st0","",NA,NA,NA,NA,NA,NA
"63914","AQnpCFFPyW8","",NA,NA,NA,NA,NA,NA
"63915","AQxeN4tkggo","",795,571,"positive","CULTURE","disgust","society"
"63917","AR3wehCh5G0","",57,9,"positive","CULTURE","joy","economy"
"63918","ARDfbMJpMqQ","",650,389,"positive","ECONOMY","sadness","economy"
"63919","ARIGsnnhGAU","",931,287,"positive","GROUPS","joy","military"
"63924","ARSHL8QGX1o","",275,198,"positive","GROUPS","disgust","society"
"63925","ARWBdfWpDyc","C",278,164,"positive","CULTURE","anticipation","diplomacy"
"64004","ARXAjd7yov4","",438,407,"positive","CULTURE","disgust","society"
"64005","ARmUEvhsXJo","LC",NA,NA,NA,NA,NA,NA
"64006","ARqq1ZBSpLs","",NA,NA,NA,NA,NA,NA
"64007","ARrlhlQiFzM","LC",89,90,"negative","ENVIRONMENT","trust","economy"
"64011","ARu9C3pbRQE","C",NA,NA,NA,NA,NA,NA
"64014","ARvzKtHCmnk","",NA,NA,NA,NA,NA,NA
"64015","AS3QuVaIIo0","",1167,451,"positive","ECONOMY","positive","politics"
"64018","AS53luZtU44","",NA,NA,NA,NA,NA,NA
"64019","ASLjgEPdkac","LC",NA,NA,NA,NA,NA,NA
"64020","ASMLbNHHaEc","L",NA,NA,NA,NA,NA,NA
"64064","ASOYbIUPywc","",NA,NA,NA,NA,NA,NA
"64065","ASXutG8RjrE","L",71,21,"positive","ENVIRONMENT","joy","society"
"64066","ASbEbvjPwfI","",158,19,"positive","INSTITUTIONS","positive","politics"
"64068","ASfNeNSQFAI","",NA,NA,NA,NA,NA,NA
"64070","ASiVYLdeAaA","",NA,NA,NA,NA,NA,NA
"64071","ASuA1h33tAg","",NA,NA,NA,NA,NA,NA
"64072","ASuEkQiFIxg","LC",NA,NA,NA,NA,NA,NA
"64160","ASukJ7_3k4A","L",158,49,"positive","GROUPS","anger","society"
"64163","ASycs026pzQ","",131,70,"positive","LAW_AND_ORDER","fear","military"
"64165","AT-E_eMiwgk","LC",43,26,"positive","ECONOMY","trust","politics"
"64166","AT2wzQq7kx0","",NA,NA,NA,NA,NA,NA
"64169","AT4uDnGfIC8","",35,4,"positive","GROUPS","joy","society"
"64170","AT6HIfhwtKo","",118,42,"positive","LAW_AND_ORDER","anger","politics"
"64188","AT9lD8TGyiM","LC",511,281,"positive","ECONOMY","positive","economy"
"64189","ATCNzwEWopA","",168,206,"negative","GROUPS","trust","economy"
"64190","ATCPp6D9sjM","",94,73,"positive","CULTURE","anticipation","society"
"64191","ATD0BmpTthI","",334,86,"positive","ECONOMY","trust","diplomacy"
"64202","ATGZ58IRwfE","",65,16,"positive","ENVIRONMENT","disgust","society"
"64203","ATI7vfCgwXE","",NA,NA,NA,NA,NA,NA
"64206","ATITdJg7bWI","",NA,NA,NA,NA,NA,NA
"64207","ATK7FftBiF4","",NA,NA,NA,NA,NA,NA
"64210","AT__Uwj82yU","",4,10,"negative","LAW_AND_ORDER","trust","politics"
"64211","ATalRLswojc","LC",53,11,"positive","CULTURE","joy","society"
"64212","ATkYx8annco","",NA,NA,NA,NA,NA,NA
"64214","ATlila3e9dM","",50,87,"negative","LAW_AND_ORDER","fear","military"
"64218","ATo9sYax-AQ","",583,249,"positive","VALUES","negative","economy"
"64224","ATxbBPAZB90","LC",NA,NA,NA,NA,NA,NA
"64225","ATxi0_-7HqQ","",375,213,"positive","URBAN","anticipation","diplomacy"
"64228","ATzMySdDX94","",NA,NA,NA,NA,NA,NA
"64230","AU1OvrbawE8","",NA,NA,NA,NA,NA,NA
"64233","AU1dKfMIEUQ","",196,127,"positive","RURAL","fear","politics"
"64265","AU2v4I9sCPg","",61,8,"positive","GROUPS","joy","society"
"64266","AU66C6HePfg","C",81,30,"positive","ECONOMY","surprise","economy"
"64269","AU6PMH4Ioys","",NA,NA,NA,NA,NA,NA
"64270","AUAOkuCTP9Q","",79,22,"positive","ENVIRONMENT","disgust","diplomacy"
"64271","AUDWzUJ7oRU","LC",NA,NA,NA,NA,NA,NA
"64272","AUEiF2lHveY","LC",19,35,"negative","LAW_AND_ORDER","negative","society"
"64273","AULJlwoI3TI","",526,355,"positive","ECONOMY","positive","politics"
"64275","AUMkRa6lBAQ","",NA,NA,NA,NA,NA,NA
"64276","AUOuRtN6-fA","",0,5,"negative","LAW_AND_ORDER","trust","politics"
"64278","AUSJ6rqEWUY","LC",42,109,"negative","LAW_AND_ORDER","anger","society"
"64298","AU_JA-fCPsQ","",131,29,"positive","URBAN","anticipation","diplomacy"
"64299","AUb-QB8twcA","L",226,94,"positive","INSTITUTIONS","trust","politics"
"64304","AUbgb79EYrE","",18,2,"positive","LAW_AND_ORDER","joy","military"
"64315","AUdMMUUYXKs","",NA,NA,NA,NA,NA,NA
"64316","AUhReMT5uqA","",439,218,"positive","VALUES","positive","politics"
"64319","AV0HqSF8eDo","LC",29,17,"positive","INSTITUTIONS","fear","politics"
"64320","AV27479U4Ec","",354,85,"positive","ECONOMY","anticipation","economy"
"64321","AV46m7rTVG4","",NA,NA,NA,NA,NA,NA
"64322","AVCD_NjU1JY","",351,261,"positive","ECONOMY","positive","economy"
"64324","AVHE5ny0MBg","",529,380,"positive","INSTITUTIONS","disgust","diplomacy"
"64325","AVXBEzyfH3k","",593,132,"positive","CULTURE","anticipation","society"
"64326","AVYFW0cqPpM","",175,53,"positive","CULTURE","joy","economy"
"64327","AVcbH52fsRA","",NA,NA,NA,NA,NA,NA
"64328","AVl9Dn2w9XY","",513,472,"positive","VALUES","positive","military"
"64330","AVs_TNzVXzA","",774,183,"positive","ECONOMY","sadness","politics"
"64346","AVvY1v3woJY","C",16,14,"positive","INSTITUTIONS","anger","politics"
"64389","AVz6PNHu60Q","",66,15,"positive","CULTURE","joy","society"
"64390","AVzvB_98lMQ","",NA,NA,NA,NA,NA,NA
"64391","AW138ZTKioM","",NA,NA,NA,NA,NA,NA
"64392","AW2lb_EzYrI","",782,221,"positive","VALUES","joy","economy"
"64394","AW4q0a2lfm8","",NA,NA,NA,NA,NA,NA
"64395","AW7cI1kbNiI","L",NA,NA,NA,NA,NA,NA
"64396","AW8Ef3kQZFU","",NA,NA,NA,NA,NA,NA
"64398","AWCiloSaG74","C",169,100,"positive","GROUPS","joy","society"
"64399","AWDCgKdmly4","",582,295,"positive","VALUES","fear","politics"
"64404","AWF5CoAvTyU","LC",781,371,"positive","ECONOMY","negative","economy"
"64405","AWFjfYa28A0","LC",NA,NA,NA,NA,NA,NA
"64406","AWHiyob3Q9k","",153,81,"positive","RURAL","anticipation","economy"
"64407","AWHqWBVGR8g","",122,28,"positive","VALUES","joy","politics"
"64408","AWO5uK_5t4o","C",643,315,"positive","LAW_AND_ORDER","positive","politics"
"64416","AWVKzdyWRps","",93,39,"positive","RURAL","joy","politics"
"64417","AW_Bdf_jGaA","LC",317,200,"positive","INSTITUTIONS","trust","politics"
"64449","AWe8qLRQlv4","",NA,NA,NA,NA,NA,NA
"64450","AWrPrFPCIoY","",NA,NA,NA,NA,NA,NA
"64452","AWrZT-Y8Xtw","LC",151,38,"positive","CULTURE","disgust","economy"
"64462","AWs9bVwBAvk","",669,369,"positive","VALUES","positive","politics"
"64469","AWu1bv4dN2s","LC",351,111,"positive","CULTURE","joy","economy"
"64473","AWx8CNSWK6I","LC",68,42,"positive","CULTURE","anticipation","society"
"64474","AX7rliyPF48","L",53,48,"positive","ECONOMY","sadness","politics"
"64533","AXC52wxDCGg","",NA,NA,NA,NA,NA,NA
"64534","AXDWnTvvYLk","",304,112,"positive","GROUPS","joy","society"
"64535","AXI2nZvpcIQ","",NA,NA,NA,NA,NA,NA
"64536","AXP9qQ_a0fw","",NA,NA,NA,NA,NA,NA
"64538","AXPSZ_su31k","LC",20,22,"negative","INSTITUTIONS","trust","politics"
"64540","AXR-etStvCI","C",9,22,"negative","URBAN","surprise","diplomacy"
"64543","AXRKU-aZQ5o","",NA,NA,NA,NA,NA,NA
"64544","AXT00sWwuTQ","",32,8,"positive","GROUPS","joy","military"
"64551","AXVEnxtZe_w","C",103,74,"positive","VALUES","anger","politics"
"64553","AXVV296jA3Y","",NA,NA,NA,NA,NA,NA
"64554","AX_FAiGEUVM","",121,43,"positive","ECONOMY","anticipation","diplomacy"
"64555","AXcaYlStJRI","",1044,156,"positive","ENVIRONMENT","disgust","military"
"64558","AXiPDxZvfBE","",348,406,"negative","LAW_AND_ORDER","positive","military"
"64561","AXisLYxoJdY","",585,150,"positive","ECONOMY","surprise","economy"
"64564","AXmS65yq5eI","",NA,NA,NA,NA,NA,NA
"64565","AXofqJgGjLo","",0,1,"negative","RURAL","anticipation","military"
"64566","AXwCU6cPqfU","C",NA,NA,NA,NA,NA,NA
"64567","AY04VuKI55k","",142,150,"negative","RURAL","fear","military"
"64568","AY6h804boFs","",132,31,"positive","GROUPS","positive","society"
"64574","AYCjSyII_0s","",NA,NA,NA,NA,NA,NA
"64586","AYJntrxTepM","LC",NA,NA,NA,NA,NA,NA
"64587","AYKeNgKjsF8","",425,300,"positive","ECONOMY","anger","politics"
"64588","AYP8-oxq8ig","LC",NA,NA,NA,NA,NA,NA
"64612","AYTm13VdttA","",1105,583,"positive","URBAN","sadness","society"
"64630","AYWsUXQrLYw","",NA,NA,NA,NA,NA,NA
"64631","AYXQFnrVJFQ","",NA,NA,NA,NA,NA,NA
"64632","AYkhlXronNk","",NA,NA,NA,NA,NA,NA
"64633","AYrJZNouE5c","",23,6,"positive","ENVIRONMENT","anticipation","politics"
"64634","AYvuovuMpkI","",NA,NA,NA,NA,NA,NA
"64636","AYyEx20DiKU","",890,512,"positive","URBAN","negative","society"
"64640","AZ2DwfCoPQc","",NA,NA,NA,NA,NA,NA
"64641","AZ7cLfAS08M","LC",60,8,"positive","URBAN","joy","society"
"64656","AZBicZR4y84","",NA,NA,NA,NA,NA,NA
"64658","AZCU2rFrVpY","LC",132,82,"positive","GROUPS","disgust","society"
"64659","AZI6ZGEWAa8","",NA,NA,NA,NA,NA,NA
"64665","AZIQI3pnAEw","",NA,NA,NA,NA,NA,NA
"64667","AZKcl4-tcuo","",NA,NA,NA,NA,NA,NA
"64668","AZTMOsrEODs","",651,340,"positive","GROUPS","anticipation","economy"
"64669","AZX6awZq5Z0","",NA,NA,NA,NA,NA,NA
"64671","AZe0KsFWEWw","",NA,NA,NA,NA,NA,NA
"64673","AZjtvLnB0W4","",NA,NA,NA,NA,NA,NA
"64674","AZmXD5bqRTY","",67,28,"positive","GROUPS","anger","military"
"64678","AZoBuqOP1mI","",215,130,"positive","VALUES","joy","politics"
"64679","A_1aS_KpJaw","",NA,NA,NA,NA,NA,NA
"64680","A_2YgzCv7pc","",31,34,"negative","CULTURE","disgust","society"
"64687","A_6gbVJAgcM","",31,15,"positive","URBAN","joy","society"
"64688","A_Mn2ldOSCQ","LC",NA,NA,NA,NA,NA,NA
"64693","A_YMToDOTVw","LC",18,6,"positive","INSTITUTIONS","trust","politics"
"64694","A_aw4IdZpVk","LC",5,2,"positive","INSTITUTIONS","anger","politics"
"64695","A_byqYHZhww","",NA,NA,NA,NA,NA,NA
"64696","A_dzcYOHEnI","",133,136,"negative","ENVIRONMENT","negative","society"
"64699","A_fMN9kFm14","RC",NA,NA,NA,NA,NA,NA
"64702","A_hCv1SEwcY","RC",NA,NA,NA,NA,NA,NA
"64707","A_kr0rvrf4E","",NA,NA,NA,NA,NA,NA
"64708","A_xXC37CDSw","C",76,44,"positive","VALUES","negative","politics"
"64709","A_xz31nXm7U","",96,32,"positive","ENVIRONMENT","disgust","diplomacy"
"64710","Aa-29Uzo6c4","",NA,NA,NA,NA,NA,NA
"64720","Aa0IIbVSW2M","R",NA,NA,NA,NA,NA,NA
"64721","Aa0KmM8FSbI","",NA,NA,NA,NA,NA,NA
"64723","Aa9KnMk92Eg","L",42,67,"negative","GROUPS","trust","politics"
"64724","AaDUdxM2KAU","",NA,NA,NA,NA,NA,NA
"64729","AaDzUFL9CLE","",NA,NA,NA,NA,NA,NA
"64730","AaFHFs5N4M0","",152,33,"positive","GROUPS","disgust","society"
"64732","AaIcMKL0gas","",33,18,"positive","URBAN","sadness","society"
"64733","AaMEjgeI2hM","L",NA,NA,NA,NA,NA,NA
"64735","AaS-OUL7BGc","",NA,NA,NA,NA,NA,NA
"64736","AaS3ywvuuTQ","",37,71,"negative","ECONOMY","surprise","economy"
"64741","Aae_RHRptRg","",NA,NA,NA,NA,NA,NA
"64742","AahjIQ-wO9A","",131,62,"positive","LAW_AND_ORDER","positive","society"
"64744","AajvWYJVG_k","LC",24,7,"positive","CULTURE","joy","society"
"64753","AalOPzYVXr8","",219,113,"positive","CULTURE","joy","economy"
"64756","AaoqNdjiZC0","",NA,NA,NA,NA,NA,NA
"64757","AapKG8YgjJY","",NA,NA,NA,NA,NA,NA
"64759","AawPBn4rVco","",345,236,"positive","INSTITUTIONS","trust","politics"
"64760","AayXf5aRFTI","",470,179,"positive","URBAN","negative","diplomacy"
"64763","Ab0EUvQB8kY","",370,65,"positive","GROUPS","joy","military"
"64768","Ab1Zcfw2eUg","",NA,NA,NA,NA,NA,NA
"64769","Ab2hHYB9crY","",NA,NA,NA,NA,NA,NA
"64770","Ab3ICB1j_OU","",489,287,"positive","INSTITUTIONS","trust","politics"
"64772","AbEHERSsSSE","",47,28,"positive","RURAL","positive","military"
"64782","AbEe7C6iLNQ","C",NA,NA,NA,NA,NA,NA
"64783","AbU85fQQlx4","LC",NA,NA,NA,NA,NA,NA
"64784","AbW9eUiFQFM","LC",NA,NA,NA,NA,NA,NA
"64785","AbWXgVUgdUI","",NA,NA,NA,NA,NA,NA
"64788","AbZgdKpy17g","",NA,NA,NA,NA,NA,NA
"64789","AbcPgqo7VnA","",NA,NA,NA,NA,NA,NA
"64790","Abj2CZ7xFbM","",49,15,"positive","ENVIRONMENT","negative","economy"
"64791","Abkka8Vf2_M","",NA,NA,NA,NA,NA,NA
"64793","AbypRI7v8TA","",NA,NA,NA,NA,NA,NA
"64794","Ac29dYB5puo","C",NA,NA,NA,NA,NA,NA
"64795","Ac3YqXsc9Kw","",126,141,"negative","INSTITUTIONS","anger","military"
"64796","Ac4CYfjoqIc","",20,0,"positive","LAW_AND_ORDER","positive","economy"
"64800","Ac4f0ha2l1g","",NA,NA,NA,NA,NA,NA
"64801","AcF1OoWqXBc","",NA,NA,NA,NA,NA,NA
"64803","AcItCuUtcPY","LC",164,24,"positive","VALUES","joy","politics"
"64804","AcO_hcyfr1Y","LC",18,21,"negative","LAW_AND_ORDER","negative","society"
"64805","AcVaTIW-DGQ","LC",42,50,"negative","ECONOMY","negative","economy"
"64817","AcbC7V5KC9o","LC",22,25,"negative","URBAN","negative","society"
"64822","AckMwzcG6YA","",9,19,"negative","URBAN","negative","society"
"64833","Acl6owhFMHQ","C",NA,NA,NA,NA,NA,NA
"64834","AcneFdW3cG4","",NA,NA,NA,NA,NA,NA
"64835","AcphphFoijY","",113,72,"positive","ECONOMY","anger","military"
"64836","AcpuToMEsTA","LC",NA,NA,NA,NA,NA,NA
"64839","AcsJDS91tKA","",NA,NA,NA,NA,NA,NA
"64840","AcvfUrDlTIQ","",40,36,"positive","INSTITUTIONS","trust","economy"
"64841","Ad-YqwhUsTE","",166,214,"negative","INSTITUTIONS","anger","economy"
"64869","Ad9Q8rM0Am0","",NA,NA,NA,NA,NA,NA
"64870","AdB6aYXVO-A","",205,185,"positive","LAW_AND_ORDER","fear","military"
"64871","AdIIkcYSqzA","",NA,NA,NA,NA,NA,NA
"64872","AdMk7u2b5S4","",NA,NA,NA,NA,NA,NA
"64873","AdNvmIfyQPY","",NA,NA,NA,NA,NA,NA
"64875","AdPnBwbqgBg","",69,23,"positive","URBAN","joy","society"
"64876","AdSWoTicu-8","",NA,NA,NA,NA,NA,NA
"64877","AdTvkFsqcDc","",145,52,"positive","URBAN","anticipation","diplomacy"
"64878","AdexExbSkyg","",381,204,"positive","CULTURE","disgust","society"
"64879","AdmBqbA01pU","",284,20,"positive","RURAL","anticipation","military"
"64882","AdtoeGrSZRc","",NA,NA,NA,NA,NA,NA
"64883","AdzqdAQDqgI","",NA,NA,NA,NA,NA,NA
"64884","Ae9LyDU48Q4","",7,0,"positive","INSTITUTIONS","sadness","politics"
"64886","AeBJPEYxKVc","",NA,NA,NA,NA,NA,NA
"64890","AeC0BicyBKE","",70,13,"positive","URBAN","joy","society"
"64891","AeFMzviBT3o","",64,57,"positive","RURAL","sadness","military"
"64913","AeJ9q45PfD0","",68,33,"positive","URBAN","surprise","diplomacy"
"64919","AeMquh6WIlA","",NA,NA,NA,NA,NA,NA
"64920","AePDTF4JQ8Y","",57,38,"positive","GROUPS","joy","society"
"64923","AeY_-0itzQ8","",NA,NA,NA,NA,NA,NA
"64925","AeaJZdq30mI","",NA,NA,NA,NA,NA,NA
"64929","AebvJigFsu0","",NA,NA,NA,NA,NA,NA
"64930","AecowUb79Xk","",NA,NA,NA,NA,NA,NA
"64931","Aede_8YsFQY","LC",NA,NA,NA,NA,NA,NA
"64946","Aeim3fL2qZg","",NA,NA,NA,NA,NA,NA
"64947","AekYnXhjRvE","",NA,NA,NA,NA,NA,NA
"64948","AenKt3EqIvM","",NA,NA,NA,NA,NA,NA
"64949","Aenk14JCVbc","L",67,51,"positive","INSTITUTIONS","joy","military"
"64969","AepKyGLsZoI","",NA,NA,NA,NA,NA,NA
"64970","Af0STrY58i4","",NA,NA,NA,NA,NA,NA
"64971","Af2ZHEkUTPU","L",27,11,"positive","VALUES","joy","politics"
"64973","Af2ygn68Pi4","LC",49,54,"negative","VALUES","joy","society"
"64974","Af4CfwZCAwc","",NA,NA,NA,NA,NA,NA
"64975","Af8RGeco6kg","C",NA,NA,NA,NA,NA,NA
"64979","AfDF3jQAzuk","LC",127,51,"positive","ECONOMY","sadness","economy"
"65035","AfK9sb9RQ3s","LC",NA,NA,NA,NA,NA,NA
"65036","AfRFTQbJWgY","",341,142,"positive","URBAN","anger","military"
"65037","AfRgcxVp47Q","",82,10,"positive","LAW_AND_ORDER","fear","military"
"65038","AfVd9e_vSDE","",NA,NA,NA,NA,NA,NA
"65039","AfbJdZ6aY5I","LC",103,37,"positive","GROUPS","anticipation","economy"
"65040","AfhsdGUdVJU","L",24,20,"positive","VALUES","joy","politics"
"65042","AfsnHVaScjg","",8,2,"positive","URBAN","surprise","society"
"65043","Ag032CS6PMs","",1157,561,"positive","VALUES","joy","politics"
"65044","Ag1GPEzrxcQ","",190,110,"positive","INSTITUTIONS","joy","military"
"65046","Ag2vMr9R53Y","",38,30,"positive","RURAL","negative","military"
"65047","Ag5YT2x8ISU","",NA,NA,NA,NA,NA,NA
"65048","Ag5ZxSFEKag","",20,4,"positive","CULTURE","negative","military"
"65051","Ag60WGqT8a8","LC",20,17,"positive","LAW_AND_ORDER","trust","politics"
"65075","AgG2TDn1Ohs","",NA,NA,NA,NA,NA,NA
"65076","AgK06LXCHmg","",308,100,"positive","VALUES","sadness","society"
"65086","AgM8u9p_5cs","",400,137,"positive","CULTURE","joy","society"
"65087","AgMCjDKl81A","",NA,NA,NA,NA,NA,NA
"65088","AgMcqNnqatw","",NA,NA,NA,NA,NA,NA
"65089","AgUQsOUBVVQ","LC",NA,NA,NA,NA,NA,NA
"65091","AgZwS-_OsKQ","L",11,22,"negative","LAW_AND_ORDER","joy","politics"
"65092","Aga3ReuQYEU","",185,215,"negative","ENVIRONMENT","anticipation","military"
"65093","Agdvt9M3NJA","",NA,NA,NA,NA,NA,NA
"65095","AgepHyqFlqM","",88,34,"positive","CULTURE","joy","economy"
"65101","Agk-d472wfs","LC",42,11,"positive","ECONOMY","negative","economy"
"65102","AglYL0W-Om0","",61,38,"positive","CULTURE","joy","economy"
"65104","Agv6bHfaQFo","",415,271,"positive","INSTITUTIONS","anger","politics"
"65106","AgxaZHt_iPk","LC",NA,NA,NA,NA,NA,NA
"65107","Ah392lnFHxM","",NA,NA,NA,NA,NA,NA
"65108","Ah6K6buwTGk","",188,108,"positive","ENVIRONMENT","negative","diplomacy"
"65109","Ah7Z6gnsodE","",195,46,"positive","ENVIRONMENT","disgust","diplomacy"
"65115","Ah9mtoYrXfg","LC",20,13,"positive","CULTURE","joy","economy"
"65117","AhAJrKyg2AA","",48,72,"negative","LAW_AND_ORDER","fear","military"
"65118","AhAW_pJcZlU","LC",16,4,"positive","CULTURE","joy","economy"
"65180","AhDgj30aWpA","",130,84,"positive","RURAL","joy","military"
"65183","AhFUWOYf7uw","",440,318,"positive","VALUES","positive","society"
"65185","AhGVWN2Agwo","",NA,NA,NA,NA,NA,NA
"65186","AhLR1SXjDmY","",442,232,"positive","GROUPS","joy","economy"
"65187","AhN3ZaF8x0E","",NA,NA,NA,NA,NA,NA
"65192","AhY-8rxDzZ8","",NA,NA,NA,NA,NA,NA
"65193","AhY46EAdmWg","",NA,NA,NA,NA,NA,NA
"65194","AhgqPJ5R9hM","",1144,606,"positive","GROUPS","anger","military"
"65195","AhhLf5Zsejc","",NA,NA,NA,NA,NA,NA
"65196","AhiUEnHGRZY","LC",NA,NA,NA,NA,NA,NA
"65197","AhihdnMueQQ","",99,114,"negative","CULTURE","joy","economy"
"65198","Ahtrvihf3Ig","",NA,NA,NA,NA,NA,NA
"65200","AhyifvjSHbU","",NA,NA,NA,NA,NA,NA
"65201","Ai7vRu6N_9g","",NA,NA,NA,NA,NA,NA
"65204","Ai8kW0-oe2Y","LC",82,44,"positive","URBAN","joy","society"
"65205","AiBlHcgEI5U","",374,169,"positive","VALUES","joy","economy"
"65206","AiC28VfNchY","",156,26,"positive","VALUES","joy","politics"
"65208","AiCGM7n79VU","",211,97,"positive","RURAL","anticipation","diplomacy"
"65210","AiDcvRFJHDM","LC",NA,NA,NA,NA,NA,NA
"65216","AiEOHR6V_0Q","",NA,NA,NA,NA,NA,NA
"65219","AiETsj95oug","LC",34,22,"positive","GROUPS","anger","society"
"65221","AiJjyRDsczU","",NA,NA,NA,NA,NA,NA
"65222","AiK3_peXR0E","",NA,NA,NA,NA,NA,NA
"65223","AiZuCmLMRb8","",276,171,"positive","RURAL","surprise","diplomacy"
"65224","AidgPdzU9Io","",NA,NA,NA,NA,NA,NA
"65225","Aiem1w_TvaA","",NA,NA,NA,NA,NA,NA
"65227","AinFzuBU23Y","",1095,463,"positive","CULTURE","disgust","society"
"65229","AirRXwbo8Mg","",72,54,"positive","RURAL","fear","military"
"65234","AiuLzhbvKs4","",482,104,"positive","URBAN","joy","society"
"65257","AiyEvGrf69Y","",256,28,"positive","ECONOMY","positive","economy"
"65259","AiyK9_bfPME","",736,314,"positive","ENVIRONMENT","disgust","society"
"65264","Aj7L3sJ_8j0","",NA,NA,NA,NA,NA,NA
"65265","Aj9lNqyXlyg","L",136,38,"positive","URBAN","surprise","diplomacy"
"65371","AjBqZWBKAsM","",48,10,"positive","CULTURE","disgust","economy"
"65374","AjEAnzF8iWU","",NA,NA,NA,NA,NA,NA
"65379","AjF0aJMuNXY","",NA,NA,NA,NA,NA,NA
"65380","AjHyjOUDues","",NA,NA,NA,NA,NA,NA
"65381","AjLTlhSdtxI","L",86,44,"positive","CULTURE","joy","economy"
"65382","AjS2E8qVIRI","LC",NA,NA,NA,NA,NA,NA
"65384","AjWfY7SnMBI","",NA,NA,NA,NA,NA,NA
"65385","AjWxoHK-H5E","",63,52,"positive","LAW_AND_ORDER","fear","politics"
"65386","AjXWjtkrFUk","LC",65,67,"negative","INSTITUTIONS","anger","politics"
"65387","AjdOW7_nMYA","",19,20,"negative","INSTITUTIONS","trust","politics"
"65388","Ajf1iMlwi_o","C",100,50,"positive","VALUES","sadness","society"
"65389","AjlDTeOtq-c","L",NA,NA,NA,NA,NA,NA
"65396","Ajn9g5Gsv98","",NA,NA,NA,NA,NA,NA
"65402","Ajp38XUw0oA","",NA,NA,NA,NA,NA,NA
"65403","AjqaNQ018zU","LC",247,41,"positive","ECONOMY","trust","economy"
"65434","Ak8OkqBYu7I","",84,43,"positive","LAW_AND_ORDER","trust","diplomacy"
"65435","AkABp-dxjSk","L",NA,NA,NA,NA,NA,NA
"65439","AkCH-GjkAYk","L",57,16,"positive","INSTITUTIONS","joy","society"
"65440","AkJpO3tUfR0","",376,141,"positive","GROUPS","positive","politics"
"65442","AkLlhdPk2lk","LC",NA,NA,NA,NA,NA,NA
"65443","AkNc0-7ierw","",32,9,"positive","CULTURE","joy","society"
"65444","AkPqA6zBeGE","",91,15,"positive","LAW_AND_ORDER","positive","economy"
"65445","AkSXB-lRAp0","",69,97,"negative","RURAL","joy","military"
"65446","AkX6eBk4w-w","",NA,NA,NA,NA,NA,NA
